===== [2026年 08月 27日 星期四 15:17:14 CST] baseline 开始 =====
[2026-08-27 15:17:21,269][numexpr.utils][INFO] - Note: NumExpr detected 48 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 16.
[2026-08-27 15:17:21,269][numexpr.utils][INFO] - NumExpr defaulting to 16 threads.
[transformers] `torch_dtype` is deprecated! Use `dtype` instead!
 Loading weights:   0%|          | 0/617 [00:00<?, ?it/s] Loading weights:  38%|███▊      | 233/617 [00:00<00:00, 2328.51it/s] Loading weights:  78%|███████▊  | 483/617 [00:00<00:00, 2426.21it/s] Loading weights: 100%|██████████| 617/617 [00:00<00:00, 2587.05it/s]
[2026-08-27 15:17:28,397][httpx][INFO] - HTTP Request: HEAD https://hf-mirror.com/datasets/lmms-lab-encoder/MMBench/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
[2026-08-27 15:17:28,562][httpx][INFO] - HTTP Request: HEAD https://hf-mirror.com/api/resolve-cache/datasets/lmms-lab-encoder/MMBench/56ba1af8954932c4804bd3f522e05ed96e63b654/README.md "HTTP/1.1 200 OK"
[2026-08-27 15:17:28,877][httpx][INFO] - HTTP Request: HEAD https://hf-mirror.com/datasets/lmms-lab-encoder/MMBench/resolve/56ba1af8954932c4804bd3f522e05ed96e63b654/MMBench.py "HTTP/1.1 404 Not Found"
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
[2026-08-27 15:17:28,878][huggingface_hub.utils._http][WARNING] - Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
[2026-08-27 15:17:29,650][httpx][INFO] - HTTP Request: HEAD https://s3.amazonaws.com/datasets.huggingface.co/datasets/datasets/lmms-lab-encoder/MMBench/lmms-lab-encoder/MMBench.py "HTTP/1.1 404 Not Found"
[2026-08-27 15:17:30,990][httpx][INFO] - HTTP Request: GET https://hf-mirror.com/api/datasets/lmms-lab-encoder/MMBench/revision/56ba1af8954932c4804bd3f522e05ed96e63b654 "HTTP/1.1 200 OK"
[2026-08-27 15:17:31,254][httpx][INFO] - HTTP Request: HEAD https://hf-mirror.com/datasets/lmms-lab-encoder/MMBench/resolve/56ba1af8954932c4804bd3f522e05ed96e63b654/.huggingface.yaml "HTTP/1.1 404 Not Found"
[2026-08-27 15:17:32,515][httpx][INFO] - HTTP Request: GET https://hf-mirror.com/api/datasets/lmms-lab-encoder/MMBench/tree/56ba1af8954932c4804bd3f522e05ed96e63b654/cc?recursive=true&expand=false "HTTP/1.1 200 OK"
[2026-08-27 15:17:32,931][httpx][INFO] - HTTP Request: GET https://hf-mirror.com/api/datasets/lmms-lab-encoder/MMBench/tree/56ba1af8954932c4804bd3f522e05ed96e63b654?recursive=false&expand=false "HTTP/1.1 200 OK"
[2026-08-27 15:17:33,502][httpx][INFO] - HTTP Request: HEAD https://hf-mirror.com/datasets/lmms-lab-encoder/MMBench/resolve/56ba1af8954932c4804bd3f522e05ed96e63b654/dataset_infos.json "HTTP/1.1 404 Not Found"
[2026-08-27 15:17:33,891][httpx][INFO] - HTTP Request: GET https://hf-mirror.com/api/datasets/lmms-lab-encoder/MMBench/tree/56ba1af8954932c4804bd3f522e05ed96e63b654/cn?recursive=true&expand=false "HTTP/1.1 200 OK"
Model: /home/jxy/TTL/Qwen3.5-2B
Strategy: none (online.enabled=False), backend=hf, enable_thinking=False
Dataset: lmms-lab-encoder/MMBench cn dev, n=4329
Warning: TTA update failed at sample 4191 (index=3001773): CUDA out of memory. Tried to allocate 20.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 3.00 MiB is free. Including non-PyTorch memory, this process has 5.68 GiB memory in use. Process 3643327 has 17.99 GiB memory in use. Of the allocated memory 5.34 GiB is allocated by PyTorch, and 18.85 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
Warning: TTA update failed at sample 4192 (index=3001774): CUDA out of memory. Tried to allocate 20.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 15.00 MiB is free. Including non-PyTorch memory, this process has 5.67 GiB memory in use. Process 3643327 has 17.99 GiB memory in use. Of the allocated memory 5.32 GiB is allocated by PyTorch, and 28.81 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[4200/4329] acc=0.8169 pred=C gold=C loss=-0.0 (1.9s/sample)
Warning: TTA update failed at sample 4214 (index=3001813): CUDA out of memory. Tried to allocate 144.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 47.00 MiB is free. Including non-PyTorch memory, this process has 5.63 GiB memory in use. Process 3643327 has 18.00 GiB memory in use. Of the allocated memory 5.27 GiB is allocated by PyTorch, and 37.61 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
Warning: TTA update failed at sample 4215 (index=3001814): CUDA out of memory. Tried to allocate 2.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 3.00 MiB is free. Including non-PyTorch memory, this process has 5.67 GiB memory in use. Process 3643327 has 18.00 GiB memory in use. Of the allocated memory 5.31 GiB is allocated by PyTorch, and 43.11 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
Warning: TTA update failed at sample 4217 (index=3001816): CUDA out of memory. Tried to allocate 236.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 195.00 MiB is free. Including non-PyTorch memory, this process has 6.40 GiB memory in use. Process 3643327 has 17.08 GiB memory in use. Of the allocated memory 6.02 GiB is allocated by PyTorch, and 60.32 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[4220/4329] acc=0.8178 pred=A gold=A loss=-0.0 (1.9s/sample)
Warning: TTA update failed at sample 4226 (index=3001830): CUDA out of memory. Tried to allocate 20.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 13.00 MiB is free. Including non-PyTorch memory, this process has 5.08 GiB memory in use. Process 3643327 has 18.58 GiB memory in use. Of the allocated memory 4.74 GiB is allocated by PyTorch, and 24.68 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[4240/4329] acc=0.8175 pred=D gold=C loss=-0.0 (1.9s/sample)
[4260/4329] acc=0.8157 pred=B gold=B loss=-0.0 (1.9s/sample)
[4280/4329] acc=0.8157 pred=C gold=C loss=-0.0 (1.9s/sample)
[4300/4329] acc=0.8160 pred=C gold=D loss=-0.0 (1.9s/sample)
Warning: TTA update failed at sample 4311 (index=3001963): CUDA out of memory. Tried to allocate 2.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 3.00 MiB is free. Including non-PyTorch memory, this process has 4.55 GiB memory in use. Process 3643327 has 19.12 GiB memory in use. Of the allocated memory 4.22 GiB is allocated by PyTorch, and 6.39 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
Warning: TTA update failed at sample 4312 (index=3001964): CUDA out of memory. Tried to allocate 2.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 3.00 MiB is free. Including non-PyTorch memory, this process has 4.55 GiB memory in use. Process 3643327 has 19.12 GiB memory in use. Of the allocated memory 4.21 GiB is allocated by PyTorch, and 17.06 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
Warning: TTA update failed at sample 4313 (index=3001965): CUDA out of memory. Tried to allocate 20.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 3.00 MiB is free. Including non-PyTorch memory, this process has 4.55 GiB memory in use. Process 3643327 has 19.12 GiB memory in use. Of the allocated memory 4.22 GiB is allocated by PyTorch, and 10.33 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[4320/4329] acc=0.8148 pred=A gold=A loss=-0.0 (1.9s/sample)
{
  "overall_acc": 0.8142758142758143,
  "correct": 3525,
  "total": 4329,
  "strategy": "tlm",
  "online_enabled": true,
  "model": "/home/jxy/TTL/Qwen3.5-2B",
  "dataset": "lmms-lab-encoder/MMBench/cn/dev",
  "enable_thinking": false,
  "max_new_tokens": 256,
  "elapsed_sec": 8346.2,
  "category_acc": {
    "action_recognition": 0.9534883720930233,
    "attribute_comparison": 0.8297872340425532,
    "attribute_recognition": 0.8977272727272727,
    "celebrity_recognition": 0.9267676767676768,
    "function_reasoning": 0.868421052631579,
    "future_prediction": 0.6461538461538462,
    "identity_reasoning": 0.9829545454545454,
    "image_emotion": 0.9,
    "image_quality": 0.5933333333333334,
    "image_scene": 0.9754299754299754,
    "image_style": 0.9245283018867925,
    "image_topic": 0.9285714285714286,
    "nature_relation": 0.659217877094972,
    "object_localization": 0.7047619047619048,
    "ocr": 0.8910256410256411,
    "physical_property_reasoning": 0.5616438356164384,
    "physical_relation": 0.6808510638297872,
    "social_relation": 0.9302325581395349,
    "spatial_relationship": 0.519774011299435,
    "structuralized_imagetext_understanding": 0.5957446808510638
  },
  "l2_category_acc": {
    "attribute_reasoning": 0.8011444921316166,
    "coarse_perception": 0.8944995491433724,
    "finegrained_perception (cross-instance)": 0.776735459662289,
    "finegrained_perception (instance-level)": 0.8532272325375774,
    "logic_reasoning": 0.6116504854368932,
    "relation_reasoning": 0.7685393258426966
  }
}
Results saved to: /home/jxy/mmbench_cn_results/ttl_qwen35_2b/tlm.json (+ /home/jxy/mmbench_cn_results/ttl_qwen35_2b/tlm.jsonl)
===== [2026年 08月 27日 星期四 22:55:34 CST] tlm 结束，退出码 0 =====
===== [2026年 08月 27日 星期四 22:55:34 CST] come 开始 =====
[2026-08-27 22:55:41,351][numexpr.utils][INFO] - Note: NumExpr detected 48 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 16.
[2026-08-27 22:55:41,351][numexpr.utils][INFO] - NumExpr defaulting to 16 threads.
[transformers] `torch_dtype` is deprecated! Use `dtype` instead!
Loading weights:   0%|          | 0/617 [00:00<?, ?it/s]Loading weights:  39%|███▊      | 239/617 [00:00<00:00, 2371.25it/s]Loading weights: 100%|██████████| 617/617 [00:00<00:00, 3177.71it/s]
trainable params: 417,792 || all params: 2,213,659,456 || trainable%: 0.0189
Error executing job with overrides: ['model.peft.enabled=true', 'model.torch_dtype=bfloat16', 'online.lr=1e-5', 'online.sync_every_n_updates=0', 'online.gradient_checkpointing=true', 'strategy=come', 'online.enabled=true', 'output_json=/home/jxy/mmbench_cn_results/ttl_qwen35_2b/come.json']
Traceback (most recent call last):
  File "/home/jxy/TTL_CLONE/OpenTTL/evaluations/run_mmbench_cn.py", line 149, in main
    train_model.to(device)
  File "/home/jxy/miniconda3/envs/mmbench/lib/python3.11/site-packages/torch/nn/modules/module.py", line 1343, in to
    return self._apply(convert)
           ^^^^^^^^^^^^^^^^^^^^
  File "/home/jxy/miniconda3/envs/mmbench/lib/python3.11/site-packages/torch/nn/modules/module.py", line 903, in _apply
    module._apply(fn)
  File "/home/jxy/miniconda3/envs/mmbench/lib/python3.11/site-packages/torch/nn/modules/module.py", line 903, in _apply
    module._apply(fn)
  File "/home/jxy/miniconda3/envs/mmbench/lib/python3.11/site-packages/torch/nn/modules/module.py", line 903, in _apply
    module._apply(fn)
  [Previous line repeated 2 more times]
  File "/home/jxy/miniconda3/envs/mmbench/lib/python3.11/site-packages/torch/nn/modules/module.py", line 930, in _apply
    param_applied = fn(param)
                    ^^^^^^^^^
  File "/home/jxy/miniconda3/envs/mmbench/lib/python3.11/site-packages/torch/nn/modules/module.py", line 1329, in convert
    return t.to(
           ^^^^^
torch.OutOfMemoryError: CUDA out of memory. Tried to allocate 970.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 795.00 MiB is free. Process 3643327 has 22.02 GiB memory in use. Including non-PyTorch memory, this process has 896.00 MiB memory in use. Of the allocated memory 632.13 MiB is allocated by PyTorch, and 9.87 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)

Set the environment variable HYDRA_FULL_ERROR=1 for a complete stack trace.
===== [2026年 08月 27日 星期四 22:55:47 CST] come 结束，退出码 0 =====
===== [2026年 08月 27日 星期四 22:55:47 CST] 全部完成 =====
===== [2026年 08月 28日 星期五 13:57:55 CST] come 开始 =====
[2026-08-28 13:58:02,465][numexpr.utils][INFO] - Note: NumExpr detected 48 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 16.
[2026-08-28 13:58:02,465][numexpr.utils][INFO] - NumExpr defaulting to 16 threads.
[transformers] `torch_dtype` is deprecated! Use `dtype` instead!
Loading weights:   0%|          | 0/617 [00:00<?, ?it/s]Loading weights:  42%|████▏     | 260/617 [00:00<00:00, 2596.04it/s]Loading weights:  88%|████████▊ | 546/617 [00:00<00:00, 2744.07it/s]Loading weights: 100%|██████████| 617/617 [00:00<00:00, 2726.30it/s]
trainable params: 417,792 || all params: 2,213,659,456 || trainable%: 0.0189
[2026-08-28 13:58:08,758][httpx][INFO] - HTTP Request: GET https://hf-mirror.com/api/agent-harnesses "HTTP/1.1 200 OK"
[2026-08-28 13:58:09,047][httpx][INFO] - HTTP Request: HEAD https://hf-mirror.com/datasets/lmms-lab-encoder/MMBench/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
[2026-08-28 13:58:09,183][httpx][INFO] - HTTP Request: HEAD https://hf-mirror.com/api/resolve-cache/datasets/lmms-lab-encoder/MMBench/56ba1af8954932c4804bd3f522e05ed96e63b654/README.md "HTTP/1.1 200 OK"
[2026-08-28 13:58:09,559][httpx][INFO] - HTTP Request: HEAD https://hf-mirror.com/datasets/lmms-lab-encoder/MMBench/resolve/56ba1af8954932c4804bd3f522e05ed96e63b654/MMBench.py "HTTP/1.1 404 Not Found"
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
[2026-08-28 13:58:09,560][huggingface_hub.utils._http][WARNING] - Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
[2026-08-28 13:58:10,605][httpx][INFO] - HTTP Request: HEAD https://s3.amazonaws.com/datasets.huggingface.co/datasets/datasets/lmms-lab-encoder/MMBench/lmms-lab-encoder/MMBench.py "HTTP/1.1 404 Not Found"
[2026-08-28 13:58:10,962][httpx][INFO] - HTTP Request: GET https://hf-mirror.com/api/datasets/lmms-lab-encoder/MMBench/revision/56ba1af8954932c4804bd3f522e05ed96e63b654 "HTTP/1.1 200 OK"
[2026-08-28 13:58:11,250][httpx][INFO] - HTTP Request: HEAD https://hf-mirror.com/datasets/lmms-lab-encoder/MMBench/resolve/56ba1af8954932c4804bd3f522e05ed96e63b654/.huggingface.yaml "HTTP/1.1 404 Not Found"
[2026-08-28 13:58:13,004][httpx][INFO] - HTTP Request: GET https://hf-mirror.com/api/datasets/lmms-lab-encoder/MMBench/tree/56ba1af8954932c4804bd3f522e05ed96e63b654/cc?recursive=true&expand=false "HTTP/1.1 200 OK"
[2026-08-28 13:58:13,309][httpx][INFO] - HTTP Request: GET https://hf-mirror.com/api/datasets/lmms-lab-encoder/MMBench/tree/56ba1af8954932c4804bd3f522e05ed96e63b654?recursive=false&expand=false "HTTP/1.1 200 OK"
[2026-08-28 13:58:13,611][httpx][INFO] - HTTP Request: HEAD https://hf-mirror.com/datasets/lmms-lab-encoder/MMBench/resolve/56ba1af8954932c4804bd3f522e05ed96e63b654/dataset_infos.json "HTTP/1.1 404 Not Found"
[2026-08-28 13:58:13,928][httpx][INFO] - HTTP Request: GET https://hf-mirror.com/api/datasets/lmms-lab-encoder/MMBench/tree/56ba1af8954932c4804bd3f522e05ed96e63b654/cn?recursive=true&expand=false "HTTP/1.1 200 OK"
Model: /home/jxy/TTL/Qwen3.5-2B
Strategy: come (online.enabled=True), backend=hf, enable_thinking=False
Dataset: lmms-lab-encoder/MMBench cn dev, n=4329
[1/4329] acc=1.0000 pred=B gold=B loss=0.37331971526145935 (21.0s/sample)
[20/4329] acc=0.8000 pred=A gold=A loss=0.20843374729156494 (17.9s/sample)
[40/4329] acc=0.7000 pred=A gold=A loss=1.1969139575958252 (16.8s/sample)
[60/4329] acc=0.7000 pred=A gold=A loss=0.1014559268951416 (16.5s/sample)
[80/4329] acc=0.7500 pred=B gold=B loss=0.1357228010892868 (16.0s/sample)
[100/4329] acc=0.7600 pred=B gold=C loss=0.08904679119586945 (15.9s/sample)
[120/4329] acc=0.7250 pred=C gold=C loss=0.10171405225992203 (15.7s/sample)
[140/4329] acc=0.7214 pred=B gold=A loss=0.05456468090415001 (15.8s/sample)
[160/4329] acc=0.7438 pred=B gold=B loss=0.026877351105213165 (15.7s/sample)
[180/4329] acc=0.7500 pred=A gold=A loss=0.01255964394658804 (15.6s/sample)
[200/4329] acc=0.7500 pred=B gold=A loss=0.006464866455644369 (15.5s/sample)
Warning: TTA update failed at sample 217 (index=1544): CUDA out of memory. Tried to allocate 2.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 3.00 MiB is free. Process 3694631 has 16.93 GiB memory in use. Including non-PyTorch memory, this process has 6.74 GiB memory in use. Of the allocated memory 6.38 GiB is allocated by PyTorch, and 40.85 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[220/4329] acc=0.7182 pred=A gold=C loss=0.005285059567540884 (15.5s/sample)
[240/4329] acc=0.6917 pred=A gold=D loss=0.03212948516011238 (15.5s/sample)
[260/4329] acc=0.7115 pred=D gold=D loss=0.0019305322784930468 (15.6s/sample)
[280/4329] acc=0.7321 pred=D gold=D loss=0.002031999174505472 (15.6s/sample)
[300/4329] acc=0.7500 pred=A gold=A loss=0.023769447579979897 (15.6s/sample)
[320/4329] acc=0.7625 pred=B gold=B loss=0.001606547855772078 (15.6s/sample)
[340/4329] acc=0.7735 pred=A gold=A loss=0.00165342609398067 (15.7s/sample)
[360/4329] acc=0.7778 pred=C gold=C loss=0.0055406345054507256 (15.7s/sample)
[380/4329] acc=0.7789 pred=C gold=B loss=0.0029733136761933565 (15.7s/sample)
[400/4329] acc=0.7725 pred=C gold=C loss=0.0018017321126535535 (15.7s/sample)
[420/4329] acc=0.7690 pred=C gold=A loss=0.001030920073390007 (15.7s/sample)
[440/4329] acc=0.7750 pred=C gold=C loss=0.0014192706439644098 (15.7s/sample)
[460/4329] acc=0.7739 pred=B gold=A loss=0.0014776844764128327 (15.6s/sample)
[480/4329] acc=0.7729 pred=B gold=D loss=0.0006991637637838721 (15.6s/sample)
[500/4329] acc=0.7780 pred=A gold=A loss=0.0009587070089764893 (15.6s/sample)
[520/4329] acc=0.7865 pred=D gold=D loss=0.0007606364088132977 (15.6s/sample)
[540/4329] acc=0.7815 pred=B gold=B loss=0.0008869834127835929 (15.7s/sample)
[560/4329] acc=0.7768 pred=A gold=A loss=0.0005990121280774474 (15.6s/sample)
[580/4329] acc=0.7741 pred=A gold=A loss=0.00047602783888578415 (15.6s/sample)
[600/4329] acc=0.7800 pred=A gold=A loss=0.0005632182583212852 (15.6s/sample)
[620/4329] acc=0.7855 pred=C gold=B loss=0.000432348606409505 (15.6s/sample)
[640/4329] acc=0.7891 pred=C gold=C loss=0.0005332782166078687 (15.6s/sample)
[660/4329] acc=0.7879 pred=C gold=C loss=0.0004234355001244694 (15.6s/sample)
[680/4329] acc=0.7941 pred=D gold=D loss=0.00039649568498134613 (15.6s/sample)
[700/4329] acc=0.7986 pred=B gold=B loss=0.0006344041903503239 (15.6s/sample)
[720/4329] acc=0.8042 pred=D gold=D loss=0.0005115141393616796 (15.6s/sample)
[740/4329] acc=0.8095 pred=A gold=A loss=0.00036321228253655136 (15.6s/sample)
[760/4329] acc=0.8132 pred=B gold=B loss=0.0003989606921095401 (15.6s/sample)
[780/4329] acc=0.8167 pred=D gold=D loss=0.00029047238058410585 (15.6s/sample)
[800/4329] acc=0.8213 pred=A gold=A loss=0.0002925919834524393 (15.6s/sample)
[820/4329] acc=0.8256 pred=A gold=A loss=0.0003352128551341593 (15.5s/sample)
[840/4329] acc=0.8262 pred=C gold=C loss=0.0003389817720744759 (15.5s/sample)
[860/4329] acc=0.8279 pred=C gold=C loss=0.0005121291615068913 (15.5s/sample)
[880/4329] acc=0.8250 pred=D gold=D loss=0.000260851375060156 (15.6s/sample)
Warning: TTA update failed at sample 888 (index=1532): CUDA out of memory. Tried to allocate 20.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 9.00 MiB is free. Process 3694631 has 17.65 GiB memory in use. Including non-PyTorch memory, this process has 6.01 GiB memory in use. Of the allocated memory 5.65 GiB is allocated by PyTorch, and 42.28 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
Warning: TTA update failed at sample 889 (index=1534): CUDA out of memory. Tried to allocate 2.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 3.00 MiB is free. Process 3694631 has 17.65 GiB memory in use. Including non-PyTorch memory, this process has 6.02 GiB memory in use. Of the allocated memory 5.67 GiB is allocated by PyTorch, and 25.60 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[900/4329] acc=0.8233 pred=C gold=C loss=0.00027385709108784795 (15.6s/sample)
[920/4329] acc=0.8272 pred=A gold=A loss=0.0006619130726903677 (15.6s/sample)
[940/4329] acc=0.8266 pred=C gold=C loss=0.0026100643444806337 (15.6s/sample)
[960/4329] acc=0.8219 pred=A gold=A loss=0.0016511097783222795 (15.6s/sample)
[980/4329] acc=0.8214 pred=B gold=B loss=0.00019661925034597516 (15.6s/sample)
[1000/4329] acc=0.8200 pred=C gold=C loss=0.00023414674797095358 (15.6s/sample)
[1020/4329] acc=0.8235 pred=A gold=A loss=0.0014063118724152446 (15.6s/sample)
[1040/4329] acc=0.8250 pred=B gold=B loss=0.00023015767510514706 (15.6s/sample)
[1060/4329] acc=0.8283 pred=C gold=C loss=0.00016145729750860482 (15.7s/sample)
[1080/4329] acc=0.8231 pred=A gold=D loss=0.0005193295073695481 (15.7s/sample)
[1100/4329] acc=0.8155 pred=C gold=C loss=0.00037964750663377345 (15.7s/sample)
[1120/4329] acc=0.8179 pred=A gold=A loss=0.00025981871294789016 (15.7s/sample)
[1140/4329] acc=0.8167 pred=C gold=A loss=0.00016612686158623546 (15.7s/sample)
[1160/4329] acc=0.8129 pred=D gold=A loss=0.0002228072698926553 (15.7s/sample)
[1180/4329] acc=0.8119 pred=A gold=B loss=0.0005169868818484247 (15.7s/sample)
[1200/4329] acc=0.8075 pred=A gold=B loss=0.00020230267546139657 (15.7s/sample)
[1220/4329] acc=0.8074 pred=B gold=B loss=0.00021783832926303148 (15.7s/sample)
[1240/4329] acc=0.8081 pred=B gold=B loss=0.00018474820535629988 (15.7s/sample)
[1260/4329] acc=0.8087 pred=B gold=A loss=0.0005580002325586975 (15.7s/sample)
[1280/4329] acc=0.8078 pred=B gold=B loss=0.0003619461494963616 (15.7s/sample)
[1300/4329] acc=0.8069 pred=B gold=B loss=0.0002809403813444078 (15.7s/sample)
[1320/4329] acc=0.8076 pred=B gold=B loss=0.0001249771157745272 (15.7s/sample)
[1340/4329] acc=0.8067 pred=C gold=C loss=0.00014310395636130124 (15.7s/sample)
[1360/4329] acc=0.8074 pred=C gold=C loss=9.03287946130149e-05 (15.7s/sample)
[1380/4329] acc=0.8022 pred=B gold=B loss=0.00012181856436654925 (15.7s/sample)
[1400/4329] acc=0.7964 pred=B gold=D loss=0.0002615206758491695 (15.7s/sample)
[1420/4329] acc=0.7965 pred=C gold=C loss=0.00012617454922292382 (15.7s/sample)
[1440/4329] acc=0.7993 pred=A gold=A loss=0.00014775467570871115 (15.7s/sample)
[1460/4329] acc=0.8021 pred=D gold=D loss=0.00015193810395430773 (15.7s/sample)
[1480/4329] acc=0.8034 pred=B gold=B loss=0.00014028462464921176 (15.8s/sample)
Warning: TTA update failed at sample 1485 (index=1000167): CUDA out of memory. Tried to allocate 20.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 11.00 MiB is free. Process 3694631 has 17.29 GiB memory in use. Including non-PyTorch memory, this process has 6.38 GiB memory in use. Of the allocated memory 6.04 GiB is allocated by PyTorch, and 21.12 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
